key,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2018gal_qm12,4613,5190,4610,701,4587,330,343,183
2018gal_qm13,4635,6831,3674,3006,1197,6813,439,243
2018gal_qm14,6357,2789,3374,3008,3005,1986,213,463
2018gal_qm15,3598,7277,1574,6429,4488,6304,265,399
2018gal_qm16,3230,2468,2659,6999,5515,7106,519,25
2018gal_qm17,4201,5630,368,5190,3103,4205,354,245
2018gal_qm18,4010,1817,6026,1577,3937,3933,262,452
2018gal_qm19,3653,6168,6817,3965,6824,5145,173,300
2018gal_qm2,846,3653,6304,2659,6813,3103,405,278
2018gal_qm20,649,4451,6898,4256,5857,4091,392,190
2018gal_qm21,647,6833,846,5960,3526,701,169,292
2018gal_qm22,6886,4924,2682,1939,2486,2485,220,405
2018gal_qm23,4293,1311,6357,6813,5817,4910,166,465
2018gal_qm24,2468,4201,1986,3933,6304,3674,323,185
2018gal_qm25,4205,4091,1574,5145,1197,7106,412,177
2018gal_qm26,3103,3937,5515,6833,2789,3005,323,355
2018gal_qm27,4924,6168,4256,4587,1577,6999,272,421
2018gal_qm28,5960,2659,3374,4488,4293,6886,292,384
2018gal_qm29,3230,4910,5190,3965,2682,647,433,223
2018gal_qm3,4451,3933,3374,4587,4635,4910,124,427
2018gal_qm30,6831,5630,6817,1939,4010,4451,211,449
2018gal_qm31,5857,3598,6026,4613,1817,6824,107,488
2018gal_qm32,368,2485,3006,2486,330,846,239,334
2018gal_qm33,1311,649,5817,4610,6429,3526,395,249
2018gal_qm34,6898,3008,701,7277,4635,3653,169,407
2018gal_qm35,2468,4488,5630,2789,647,4587,275,291
2018gal_qm36,3674,4451,5960,7106,3230,3103,410,121
2018gal_qm37,1939,2682,4613,3374,3006,4201,373,293
2018gal_qm38,4205,4910,3965,4610,6831,3005,339,412
2018gal_qm39,6304,3526,1311,6026,2485,701,136,493
2018gal_qm4,1817,2468,4091,3006,4610,4924,272,162
2018gal_qm40,4256,649,6813,6824,6886,330,215,240
2018gal_qm41,5145,3937,6429,846,1577,5190,297,251
2018gal_qm42,5515,5817,6833,4010,6898,6168,349,351
2018gal_qm43,2486,4293,3933,3008,4091,3598,435,349
2018gal_qm44,6357,5857,6999,1574,368,3653,82,402
2018gal_qm45,4924,7277,2659,1986,6817,4635,165,393
2018gal_qm46,1197,1939,4488,6429,1817,4451,334,242
2018gal_qm47,6886,3005,4010,1311,4587,2682,488,287
2018gal_qm48,3674,3965,5817,2485,5960,3933,435,266
2018gal_qm49,3598,3653,330,5515,4205,3230,416,283
2018gal_qm5,1197,2682,1577,5817,330,5630,350,410
2018gal_qm50,701,1986,1577,5857,649,4201,342,262
2018gal_qm51,4293,647,6304,6999,3937,4924,224,460
2018gal_qm52,6813,5190,6898,6026,3374,2468,402,293
2018gal_qm53,6824,4610,6168,2486,1574,5630,276,303
2018gal_qm54,7106,1817,6831,846,4256,3008,267,476
2018gal_qm55,4910,3006,3526,5145,2659,2789,270,335
2018gal_qm56,7277,6817,4613,3103,6357,1197,254,328
2018gal_qm57,4091,3965,4635,6886,368,6833,297,415
2018gal_qm58,6898,2486,1577,6304,3005,3230,300,284
2018gal_qm59,5817,1986,1574,3937,4587,6831,491,152
2018gal_qm6,6429,4613,1986,6168,4293,368,446,316
2018gal_qm60,6824,4205,6429,2682,2659,3008,225,309
2018gal_qm61,1197,3374,5857,4010,2485,3598,342,307
2018gal_qm62,3526,368,1939,2468,7277,6813,452,294
2018gal_qm63,5515,4635,5145,4488,4613,5960,152,459
2018gal_qm64,3653,5190,6999,1817,1311,6817,294,426
2018gal_qm65,4451,2789,4610,4201,846,4293,305,413
2018gal_qm66,330,6026,3103,6168,4091,647,400,302
2018gal_qm67,3933,701,3006,4256,5630,6357,324,431
2018gal_qm68,4910,3674,7106,6833,4924,649,351,192
2018gal_qm69,4587,5817,5145,1939,3230,1817,324,393
2018gal_qm7,2789,5960,7277,2485,6999,6831,187,428
2018gal_qm70,3005,4201,6824,4635,6999,6429,402,195
2018gal_qm71,1986,647,2486,3653,4010,1197,242,349
2018gal_qm72,2789,1574,2485,4613,4205,4256,294,303
2018gal_qm73,6831,6833,6304,3933,330,5190,116,446
2018gal_qm74,6357,1577,4488,7106,3526,4293,465,132
2018gal_qm75,7277,6026,4451,3006,3965,5515,394,390
2018gal_qm76,4910,701,6886,3598,3103,2468,273,285
2018gal_qm77,4610,6898,3937,2682,6817,368,298,299
2018gal_qm78,4924,6813,3008,5630,5857,5960,177,291
2018gal_qm79,1311,846,2659,3374,3674,4091,351,261
2018gal_qm8,3005,5145,6026,3674,4256,4010,297,350
2018gal_qm80,649,3933,2789,6168,3230,1197,321,388
2018gal_qm81,3005,4910,330,1574,1939,701,507,212
2018gal_qm82,2682,3653,4256,4293,7277,6833,422,104
2018gal_qm83,368,6813,647,1577,5515,3598,334,331
2018gal_qm84,5630,1986,3674,3526,6999,6898,446,136
2018gal_qm85,3374,2486,3103,5145,6831,5857,221,338
2018gal_qm86,5817,4613,846,4924,4488,3965,446,291
2018gal_qm87,1311,6824,3008,4451,2468,3937,128,474
2018gal_qm88,1817,3006,6168,4205,6304,6886,318,270
2018gal_qm89,5960,4201,4610,2659,6026,6357,112,424
2018gal_qm9,1574,3008,3526,6817,6886,5515,452,156
2018gal_qm90,4091,7106,4587,6817,6429,2485,311,360
2018gal_qm91,4635,4010,4293,5190,1574,649,235,417
2018gal_qm92,3933,1939,4256,2486,5515,1311,313,310
2018gal_qm93,701,5145,368,6831,4451,2682,347,399
2018gal_qm94,6898,5630,3965,330,2659,1817,177,376
2018gal_qm95,6886,6429,6357,3230,3674,647,324,243
2018gal_qm96,6026,4587,4205,649,846,7277,225,405
2018gal_qm97,6999,3103,4010,4610,3008,4488,204,441
2018gal_qm98,6833,5960,6817,1986,3006,3598,352,431
2018gal_qm99,6813,2485,3937,6168,4201,4910,344,258
2018gal_sf1m1,649,4451,2485,3374,1574,4488,213,449
2018gal_sf1m2,2485,4451,649,3374,1574,4488,315,436
2018gal_sf2m1,368,1817,3674,1577,1197,4587,303,257
2018gal_sf2m2,368,4256,3674,1577,1197,4587,411,212
2018glbbb_f1m1,1684,9996,1250,3641,6193,5229,349,310
2018glbbb_f1m2,1684,9996,1250,3641,6193,5229,467,300
2018glbbb_qf1m1,1684,9996,1250,5424,4819,5224,427,225
2018glbbb_qf1m2,1684,9996,1250,5424,4819,5224,444,166
2018glbbb_qf2m1,5216,5712,6861,5509,4362,703,172,353
2018glbbb_qf2m2,5216,5712,6631,5509,4362,703,293,350
2018glbbb_qf3m1,3536,1506,5234,5603,3770,5193,395,306
2018glbbb_qf3m2,3536,1506,5234,5603,3770,5193,339,400
2018glbbb_qf3m3,3536,1506,5234,5603,3770,5193,309,300
2018glbbb_qf4m1,2619,3538,6071,3641,6193,5229,323,324
2018glbbb_qf4m2,2619,3538,2832,3641,6193,5229,270,424
2018glbbb_qm1,703,5603,5224,3538,6193,5203,259,383
2018glbbb_qm10,6073,1684,6631,5224,5424,6861,254,304
2018glbbb_qm11,5229,5203,5216,3641,3770,4819,183,372
2018glbbb_qm12,2832,5224,5166,5424,5538,1250,126,350
2018glbbb_qm13,4819,6071,6073,703,830,4362,215,288
2018glbbb_qm14,3536,1684,6193,5234,5229,4390,332,216
2018glbbb_qm15,5509,3641,5193,9996,6861,3538,334,348
2018glbbb_qm16,1506,6631,5712,5603,2619,5203,313,287
2018glbbb_qm17,4362,6861,5234,5538,703,5216,366,240
2018glbbb_qm18,3536,3641,6631,830,1250,1684,372,196
2018glbbb_qm19,5424,2832,6071,5203,5712,5509,164,337
2018glbbb_qm2,5509,830,5538,3770,1506,1684,116,420
2018glbbb_qm20,4390,6193,2619,5166,3538,4819,289,258
2018glbbb_qm21,5224,6073,5229,9996,5193,1506,132,427
2018glbbb_qm22,3770,5234,6071,5603,5166,6861,365,289
2018glbbb_qm23,4362,2832,9996,1684,703,2619,368,253
2018glbbb_qm24,1250,5203,3770,5193,6073,4390,171,368
2018glbbb_qm25,3538,5509,5603,5229,6631,5538,433,174
2018glbbb_qm26,5712,5224,6193,830,5216,3536,363,258
2018glbbb_qm27,1506,4819,703,5166,5424,3641,377,231
2018glbbb_qm28,2832,4390,3770,6631,4362,5224,393,163
2018glbbb_qm29,1684,5538,3641,6193,6071,5193,103,408
2018glbbb_qm3,6861,5193,3536,2619,4819,2832,244,270
2018glbbb_qm30,6861,1250,1506,5712,5216,3538,249,446
2018glbbb_qm31,2619,5229,830,5203,5234,5424,258,168
2018glbbb_qm32,6073,9996,5509,4819,3536,5603,321,395
2018glbbb_qm4,5216,5424,9996,6071,4390,1250,417,55
2018glbbb_qm5,6631,5166,5234,3641,5712,6073,218,323
2018glbbb_qm6,1250,2619,4362,6193,5509,5229,364,317
2018glbbb_qm7,6071,3538,1506,5234,3536,2832,400,133
2018glbbb_qm8,5193,5603,830,5216,4362,5166,211,369
2018glbbb_qm9,5538,3770,5712,4390,9996,703,263,297
2018glbbb_sf1m1,1684,9996,1250,5509,4362,703,362,300
2018glbbb_sf1m2,1684,9996,1250,5509,4362,703,433,190
2018glbbb_sf2m1,3536,1506,5234,3641,6193,5229,327,409
2018glbbb_sf2m2,3536,1506,5234,3641,6193,5229,200,454
2018gush_f1m1,5453,5883,5849,5522,5449,6941,450,237
2018gush_f1m2,5453,5883,5849,5522,5449,6941,406,335
2018gush_qf1m1,5453,5883,5849,6356,6393,7006,485,192
2018gush_qf1m2,5453,5883,5849,6356,6393,7006,336,228
2018gush_qf2m1,6402,6706,6948,1797,1884,7047,358,209
2018gush_qf2m2,6402,6706,6948,1797,1884,7047,199,377
2018gush_qf2m3,6402,6706,6801,1797,1884,7047,350,100
2018gush_qf3m1,5522,5449,6941,5839,5823,5516,260,351
2018gush_qf3m2,5522,5449,6941,5839,5823,5516,368,248
2018gush_qf3m3,5522,5449,6941,5839,5823,5516,352,314
2018gush_qf4m1,6766,5831,6952,6304,6386,7080,246,297
2018gush_qf4m2,6766,5831,6952,6304,6386,7080,209,385
2018gush_qm1,5831,6706,5445,6952,7095,5839,296,270
2018gush_qm10,6946,6940,7006,6952,5449,6706,188,380
2018gush_qm11,6383,1797,6386,7095,7080,5883,228,196
2018gush_qm12,7009,7238,5839,1884,6393,6948,185,282
2018gush_qm13,5445,5516,7095,6941,5449,5831,184,343
2018gush_qm14,6706,7149,6940,6304,6383,1884,169,203
2018gush_qm15,6402,5849,7080,5522,7047,6946,174,330
2018gush_qm16,6952,7238,5453,6801,7184,7006,315,163
2018gush_qm17,6356,1797,5883,6948,5823,7000,284,149
2018gush_qm18,5522,6766,7009,6386,5831,7149,211,287
2018gush_qm19,7006,6402,7238,1797,6948,7095,303,189
2018gush_qm2,6304,7149,5453,6940,7047,1797,182,170
2018gush_qm20,1884,7080,6706,5823,5445,6356,292,198
2018gush_qm21,5849,7009,5516,6952,7000,6383,295,170
2018gush_qm22,6801,6940,6766,5453,6946,6304,179,250
2018gush_qm23,7184,7047,6941,5449,6386,6393,113,348
2018gush_qm24,5522,5839,5831,5883,5453,1797,92,393
2018gush_qm25,6402,7000,6766,7184,7047,6952,192,209
2018gush_qm26,5839,6946,1884,5445,6383,7009,335,161
2018gush_qm27,7080,5823,5883,6940,6393,7238,399,71
2018gush_qm28,6386,6356,5849,5516,6304,7095,328,84
2018gush_qm29,5449,7006,6941,6706,6801,6948,334,249
2018gush_qm3,7184,1884,5823,6941,6948,6356,332,196
2018gush_qm30,7149,7000,6946,6356,7238,6304,260,148
2018gush_qm31,7095,5849,7184,6393,7006,6706,278,316
2018gush_qm32,5883,6941,6940,5823,5522,1797,265,254
2018gush_qm33,6948,7009,6952,5445,5449,7047,134,269
2018gush_qm34,1884,6402,7149,6801,5453,6386,264,423
2018gush_qm35,7080,5831,5516,5839,6383,6766,219,117
2018gush_qm36,1797,6941,6393,6952,5823,6801,238,204
2018gush_qm37,7047,6356,5831,7006,6304,7009,253,236
2018gush_qm38,6706,7184,5522,7000,5849,5839,351,117
2018gush_qm39,5516,5883,6402,7238,7080,7149,342,136
2018gush_qm4,7080,5449,6801,6383,5849,7238,296,51
2018gush_qm40,5445,6948,5453,6766,7095,1884,214,230
2018gush_qm41,6383,6946,5449,6940,6386,5516,199,190
2018gush_qm42,7095,5453,6941,1884,7006,7000,360,267
2018gush_qm43,6356,6383,6393,6801,7149,7047,112,304
2018gush_qm44,6946,5823,5849,5839,7080,6386,190,363
2018gush_qm45,6766,6948,7238,7009,6940,5445,247,42
2018gush_qm46,7184,1797,5449,6706,5522,6402,163,242
2018gush_qm47,6304,6952,6386,5831,5883,1884,220,414
2018gush_qm48,5823,7095,7006,5522,7149,7184,320,394
2018gush_qm49,1797,7238,5516,5453,6766,5849,181,344
2018gush_qm5,7006,5883,5522,7000,6393,5516,370,146
2018gush_qm50,6356,5839,6940,6402,6941,6952,116,315
2018gush_qm51,6393,6948,5883,7047,6706,6383,304,121
2018gush_qm52,6304,6801,5831,5445,6946,7080,272,75
2018gush_qm53,7000,7009,7047,5449,5522,6766,146,356
2018gush_qm54,1797,6706,5839,6946,6941,6304,272,85
2018gush_qm55,5823,6386,5445,7006,5831,6383,327,252
2018gush_qm56,7095,6402,6801,6393,7009,7080,319,209
2018gush_qm57,5453,6356,5449,7149,6952,5883,404,254
2018gush_qm58,7238,7000,7184,5849,1884,6940,85,369
2018gush_qm59,6948,6386,5522,5516,6952,6356,237,263
2018gush_qm6,6766,6386,6941,6946,7009,6402,146,227
2018gush_qm60,7009,1884,6801,6941,5839,5823,45,392
2018gush_qm61,5449,6940,7000,7080,6766,7006,165,289
2018gush_qm62,7047,5516,6948,5883,7184,5831,201,386
2018gush_qm63,5849,6706,6304,7149,6402,1797,112,319
2018gush_qm64,6393,5453,6383,7238,7095,6946,319,178
2018gush_qm65,5445,6952,6766,5516,6941,7149,199,143
2018gush_qm66,7009,6356,7095,6940,5839,5453,238,322
2018gush_qm67,7000,5883,6706,6402,6393,6946,386,220
2018gush_qm68,6386,5445,7006,5823,6304,5449,178,312
2018gush_qm69,6383,6801,5522,6948,7184,7080,383,228
2018gush_qm7,6304,5445,7184,5453,5516,5522,32,404
2018gush_qm70,7238,1884,7047,5831,1797,5849,183,362
2018gush_qm71,6383,5516,5823,6402,7184,6948,397,222
2018gush_qm72,7080,6940,6952,5849,7006,5453,193,392
2018gush_qm73,7000,7095,1797,6386,7238,6706,15,371
2018gush_qm74,7047,6304,6393,6941,5445,7009,292,178
2018gush_qm75,6766,5831,6946,1884,5522,6356,142,250
2018gush_qm76,7149,5839,5449,5883,6801,5445,296,340
2018gush_qm8,7149,6393,5849,5831,6356,7000,201,207
2018gush_qm9,5839,6801,6402,7047,6766,5823,252,326
2018gush_sf1m1,5453,5883,5849,6402,6706,6801,400,173
2018gush_sf1m2,5453,5883,5849,6402,6706,6801,552,117
2018gush_sf2m1,5522,5449,6941,6304,6386,6946,351,170
2018gush_sf2m2,5522,5449,6941,6304,6386,6946,320,130
2018hiho_f1m1,359,4253,244,368,4984,1378,459,222
2018hiho_f1m2,359,4253,244,368,4984,1378,433,168
2018hiho_qf1m1,359,4253,244,2444,3008,4270,459,157
2018hiho_qf1m2,359,4253,244,2444,3008,4270,570,179
2018hiho_qf2m1,6909,3882,2438,2445,2443,216,273,383
2018hiho_qf2m2,6909,3882,2438,2445,2443,216,290,292
2018hiho_qf3m1,368,4984,1378,2090,2465,6704,319,279
2018hiho_qf3m2,368,4984,1378,2090,2465,6704,382,250
2018hiho_qf4m1,1661,1622,2477,288,2437,2896,392,341
2018hiho_qf4m2,1661,1622,2477,288,2437,2896,366,271
2018hiho_qm1,2465,4270,6704,1378,7069,216,356,15
2018hiho_qm10,7069,4253,288,3721,2090,2443,468,216
2018hiho_qm11,5625,3878,6308,2444,3800,2439,80,260
2018hiho_qm12,4270,1378,2441,216,2465,2896,195,273
2018hiho_qm13,244,2443,6909,288,6309,2445,316,405
2018hiho_qm14,7069,2853,4984,6308,2439,3882,271,249
2018hiho_qm15,5701,1378,3881,3721,1739,2477,139,187
2018hiho_qm16,3878,5625,244,6704,2437,2090,181,330
2018hiho_qm17,3008,2445,368,2465,2441,2438,442,158
2018hiho_qm18,4270,1661,2896,359,3800,216,332,184
2018hiho_qm19,1622,2444,6704,4253,244,1739,233,391
2018hiho_qm2,368,2444,2438,2445,2477,4984,297,274
2018hiho_qm20,3008,2465,7069,2853,6308,1378,387,73
2018hiho_qm21,2441,5625,2445,6309,1661,3882,125,343
2018hiho_qm22,288,4984,3721,216,368,1622,266,338
2018hiho_qm23,3800,3881,6909,2090,2439,2896,290,255
2018hiho_qm24,3878,2438,4270,2443,2444,5701,234,361
2018hiho_qm25,6704,4253,2477,2437,359,5625,304,333
2018hiho_qm26,1739,2896,288,2439,3008,2441,289,222
2018hiho_qm27,2445,1378,2443,244,3800,2853,365,140
2018hiho_qm28,3881,359,368,7069,6309,2444,420,213
2018hiho_qm29,216,2090,4253,2438,3882,1622,420,357
2018hiho_qm3,2090,244,3008,5701,2441,359,229,411
2018hiho_qm30,6308,2437,2465,5701,3721,4270,303,247
2018hiho_qm31,4984,359,1661,2477,6909,3878,427,70
2018hiho_qm32,4253,1622,2441,368,7069,3800,456,225
2018hiho_qm33,2443,4270,2439,3008,6704,3881,271,345
2018hiho_qm34,1739,5701,6308,5625,216,1661,267,236
2018hiho_qm35,1378,6909,3721,2853,2896,2438,272,124
2018hiho_qm36,6309,2090,2477,2445,244,2465,154,391
2018hiho_qm37,3882,4984,2444,2437,3878,288,404,239
2018hiho_qm38,3721,368,2853,1661,4253,3008,279,429
2018hiho_qm39,3800,2445,2090,1622,4270,1739,317,167
2018hiho_qm4,1622,6308,288,1661,2437,3878,329,95
2018hiho_qm40,5701,2438,7069,3878,2443,359,169,387
2018hiho_qm41,244,2477,2437,3881,2465,2439,251,347
2018hiho_qm42,2896,6308,2444,3882,6704,1378,130,381
2018hiho_qm43,216,4984,2441,6909,288,5625,189,411
2018hiho_qm44,6309,1739,3878,2477,7069,2443,107,352
2018hiho_qm45,1378,1622,3800,2444,359,244,254,274
2018hiho_qm46,6909,3008,3882,2465,5625,4984,351,299
2018hiho_qm47,3881,216,4270,2439,3721,2445,172,311
2018hiho_qm48,2896,368,6704,1661,2090,5701,319,342
2018hiho_qm49,2441,2853,6309,2438,2437,4253,74,420
2018hiho_qm5,6909,1739,2439,4253,2853,3882,221,378
2018hiho_qm50,288,2477,2465,6308,4270,6909,292,345
2018hiho_qm51,2444,1739,2090,2896,3721,359,253,423
2018hiho_qm52,2439,1622,7069,5625,2438,6309,328,255
2018hiho_qm53,2443,216,3882,4984,3008,2437,163,341
2018hiho_qm54,3878,5701,3800,368,1378,4253,70,326
2018hiho_qm55,3881,244,6308,288,2441,1661,225,476
2018hiho_qm56,2445,2853,2437,6704,3721,7069,411,251
2018hiho_qm57,2477,216,3008,6909,2444,4253,77,426
2018hiho_qm58,1661,2438,1378,3882,3881,2090,208,305
2018hiho_qm59,3878,2465,1622,2441,6704,244,402,218
2018hiho_qm6,3881,6309,3721,3800,5625,2896,234,248
2018hiho_qm60,359,6309,4270,2853,288,5701,423,264
2018hiho_qm61,368,2439,5625,3800,2443,1739,441,162
2018hiho_qm62,2896,4253,4984,6308,2445,7069,371,111
2018hiho_qm63,3721,244,1661,2441,2477,2444,188,182
2018hiho_qm64,2437,6909,5701,2439,1378,288,341,247
2018hiho_qm65,359,3882,2465,2443,3881,1622,156,267
2018hiho_qm66,3878,2896,2445,5625,3008,2853,263,246
2018hiho_qm67,1739,6704,216,368,6308,6309,269,247
2018hiho_qm68,2090,4984,2438,4270,3800,2437,495,62
2018hiho_qm69,7069,3878,3882,2445,1661,3881,297,247
2018hiho_qm7,6704,2443,2438,2477,1661,1622,196,413
2018hiho_qm70,4253,2439,359,2465,368,1739,413,254
2018hiho_qm71,2853,4270,2444,1622,2896,6309,126,304
2018hiho_qm72,1378,2477,5625,244,288,216,337,255
2018hiho_qm73,6308,3008,2443,6909,2441,2090,278,302
2018hiho_qm74,2438,3721,3800,4984,5701,6704,228,405
2018hiho_qm75,3882,5625,1739,4270,7069,244,107,342
2018hiho_qm76,2444,2445,216,2090,3878,2853,119,299
2018hiho_qm77,2438,288,3881,3721,4253,6308,291,309
2018hiho_qm78,2437,2896,1378,4984,2443,368,155,457
2018hiho_qm79,3800,6704,1661,6309,2465,6909,262,355
2018hiho_qm8,2853,6909,359,2437,3882,368,281,375
2018hiho_qm80,2439,5701,2477,359,1622,3008,143,847
2018hiho_qm81,2441,3882,3721,4984,1378,3878,198,377
2018hiho_qm9,3008,6309,5701,1739,3881,4984,135,349
2018hiho_sf1m1,359,4253,244,2445,2443,216,443,280
2018hiho_sf1m2,359,4253,244,2445,2443,7069,430,163
2018hiho_sf2m1,368,4984,1378,1661,1622,2477,336,284
2018hiho_sf2m2,368,4984,1378,1661,1622,2477,369,227
2018hop_f1m1,2976,148,254,1706,3339,2974,460,203
2018hop_f1m2,3075,148,254,1706,3339,2974,363,167
2018hop_qf1m1,2976,148,254,1156,5496,456,453,305
2018hop_qf1m2,2976,148,254,1156,4400,456,425,285
2018hop_qf2m1,3397,2992,6705,2990,294,5572,247,352
2018hop_qf2m2,3397,6705,2992,2990,5572,3223,351,379
2018hop_qf3m1,3284,399,973,359,7039,3489,403,268
2018hop_qf3m2,3284,399,973,359,7039,3489,275,338
2018hop_qf3m3,3970,399,973,359,7039,3489,316,338
2018hop_qf4m1,3339,2974,1706,1902,180,6025,333,437
2018hop_qf4m2,1706,3339,2974,1902,180,6025,460,299
2018hop_qf4m3,1706,3339,2974,1902,180,6025,402,321
2018hop_qm1,5572,3970,6060,456,1828,3495,300,224
2018hop_qm10,5809,980,585,180,2976,3019,79,477
2018hop_qm100,254,5496,456,1828,359,2974,457,269
2018hop_qm101,3075,59,973,4400,6353,5242,334,419
2018hop_qm102,148,3339,5801,1261,3970,1706,413,268
2018hop_qm103,2992,585,957,6050,3506,5291,325,272
2018hop_qm104,6919,3223,5839,6885,6702,2976,397,315
2018hop_qm105,1828,6672,6705,5809,7173,399,297,365
2018hop_qm106,6025,2974,2096,6353,3489,3284,311,340
2018hop_qm107,3019,5242,6060,4733,2990,6907,304,361
2018hop_qm108,1902,294,980,3495,5801,4400,422,307
2018hop_qm109,3339,1156,1810,180,7034,359,324,278
2018hop_qm11,7034,6803,5801,4733,2096,7157,507,270
2018hop_qm110,2283,6014,6803,1261,5496,973,272,362
2018hop_qm111,4775,5414,1984,5854,3970,3711,327,462
2018hop_qm112,2583,1706,7157,7140,3397,456,500,319
2018hop_qm113,254,148,59,7293,2854,7039,727,191
2018hop_qm114,3075,4733,5242,5572,980,3339,207,536
2018hop_qm12,1706,1156,3075,6702,6907,7039,429,350
2018hop_qm13,5572,6885,254,1984,6050,6025,445,266
2018hop_qm14,4775,3506,3970,3223,2990,2974,166,437
2018hop_qm15,5496,3495,294,6705,957,2583,240,366
2018hop_qm16,980,3019,1810,6060,7157,5414,250,320
2018hop_qm17,359,3284,4733,6702,585,148,227,373
2018hop_qm18,6353,7293,1902,2992,1156,6803,244,520
2018hop_qm19,2854,5291,3397,5242,5809,2283,282,332
2018hop_qm2,3506,2283,5839,3339,1706,5414,142,473
2018hop_qm20,456,399,2976,3339,6014,59,475,282
2018hop_qm21,4400,973,7140,2096,180,1828,277,317
2018hop_qm22,3489,3711,7034,6672,5839,1261,210,305
2018hop_qm23,7173,6919,6907,5801,5854,5572,327,332
2018hop_qm24,6705,148,4733,4775,2583,980,361,284
2018hop_qm25,3339,3223,5809,957,3284,5242,325,381
2018hop_qm26,2990,7293,1984,4400,2283,7157,225,460
2018hop_qm27,3711,3495,3397,6014,254,585,294,452
2018hop_qm28,1706,1810,5496,2096,59,5854,364,297
2018hop_qm29,6885,7140,359,5414,7173,2992,316,366
2018hop_qm3,5854,1902,6025,957,2854,6672,404,312
2018hop_qm30,2974,6060,5839,5291,1156,399,275,492
2018hop_qm31,6702,7034,1902,3019,973,3506,278,400
2018hop_qm32,6672,6025,6919,3075,6803,3970,355,330
2018hop_qm33,294,2854,6353,180,456,1261,260,434
2018hop_qm34,1828,7039,2976,6050,3489,5801,412,166
2018hop_qm35,6014,1984,2096,2990,359,980,191,467
2018hop_qm36,3223,7140,5854,1156,4733,2283,307,336
2018hop_qm37,5414,6705,5809,5572,1902,59,214,409
2018hop_qm38,148,5496,6672,7157,3506,6353,497,219
2018hop_qm39,5242,1828,1261,3019,6919,957,266,415
2018hop_qm4,6907,5242,4775,7140,7293,5496,396,202
2018hop_qm40,3397,6025,4775,2976,6060,294,250,385
2018hop_qm41,6803,7173,2854,3339,2974,6702,218,410
2018hop_qm42,3495,1706,3489,5291,6885,973,323,337
2018hop_qm43,399,2583,180,3711,6907,6050,474,151
2018hop_qm44,3970,254,2992,3284,7034,3075,447,307
2018hop_qm45,4400,456,7293,5801,5839,1810,288,459
2018hop_qm46,7039,6803,4775,1828,5572,585,273,299
2018hop_qm47,2096,6702,1156,59,5414,5291,416,304
2018hop_qm48,2976,5809,2583,359,6353,1706,246,447
2018hop_qm49,3284,6919,2854,5496,980,3711,288,290
2018hop_qm5,1810,6885,6353,7039,6014,3284,284,321
2018hop_qm50,5854,2283,3019,6050,254,3495,184,447
2018hop_qm51,6014,957,7173,6060,4400,3489,210,431
2018hop_qm52,7034,399,6885,585,5801,5242,428,101
2018hop_qm53,6025,1261,3506,6907,6705,1810,338,367
2018hop_qm54,973,3339,3970,294,7157,7293,526,148
2018hop_qm55,6672,7039,4733,456,2992,2990,238,418
2018hop_qm56,5839,180,148,1902,3075,3223,441,271
2018hop_qm57,2974,6919,7140,1984,3397,7034,344,346
2018hop_qm58,3284,2976,5291,3506,5572,4400,273,295
2018hop_qm59,7157,1261,6702,3495,4775,5809,208,440
2018hop_qm6,2990,5291,4400,254,2583,6919,261,348
2018hop_qm60,1156,5414,585,973,2854,6014,387,262
2018hop_qm61,6885,1828,3075,2583,1810,2283,297,397
2018hop_qm62,3489,359,456,5242,6705,5854,423,64
2018hop_qm63,3970,957,4733,399,6353,254,165,369
2018hop_qm64,6060,1984,1902,5496,7039,3339,253,464
2018hop_qm65,3223,980,6050,7293,6672,1706,201,335
2018hop_qm66,59,5801,2974,3711,6025,180,263,371
2018hop_qm67,6907,3019,2096,3397,148,2992,188,440
2018hop_qm68,7173,7140,2990,5839,294,6803,344,290
2018hop_qm69,359,7157,399,6919,1902,7039,398,308
2018hop_qm7,399,1984,3489,148,3075,294,328,394
2018hop_qm70,3506,4733,254,5809,3489,6014,441,225
2018hop_qm71,6672,3495,3284,1984,5242,1156,291,281
2018hop_qm72,5801,5414,3075,3397,3223,5496,317,419
2018hop_qm73,957,3711,1706,1810,2990,5572,459,224
2018hop_qm74,2283,180,6705,3970,2096,2976,432,304
2018hop_qm75,3019,4400,6803,6885,4775,2854,327,290
2018hop_qm76,585,5854,2583,2974,1261,7293,152,437
2018hop_qm77,294,6702,6050,6353,7034,6060,370,257
2018hop_qm78,5291,456,148,6025,7173,973,304,346
2018hop_qm79,2992,59,6907,980,5839,1828,404,171
2018hop_qm8,59,6050,3397,7173,1261,359,361,284
2018hop_qm80,359,4400,3339,7140,6672,3019,433,201
2018hop_qm81,5414,7293,3506,6919,3495,180,285,340
2018hop_qm82,6803,6060,3284,1706,6705,7034,156,434
2018hop_qm83,2990,5496,1156,6025,5809,6885,378,312
2018hop_qm84,2976,5242,254,1902,1810,7173,487,287
2018hop_qm85,2096,6050,957,4775,3075,456,333,319
2018hop_qm86,1261,3711,294,4733,5291,1828,423,157
2018hop_qm87,2583,2992,6014,1984,6702,5801,285,197
2018hop_qm88,7157,3339,6907,585,59,3223,353,253
2018hop_qm89,973,6353,5572,5839,3397,5854,427,289
2018hop_qm9,3223,973,2992,3711,2974,6705,413,309
