key,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2018ncgre_qm56,4291,5607,6004,6240,3215,6334,363,221
2018ncgre_qm57,5919,587,3796,6512,2682,2640,65,309
2018ncgre_qm58,6729,5518,435,4561,2059,6215,247,232
2018ncgre_qm59,3336,3459,3822,4816,6500,6332,301,165
2018ncgre_qm6,3822,4828,5518,3737,435,3336,124,20
2018ncgre_qm60,2655,3737,5762,5190,6426,5511,173,418
2018ncgre_qm61,2642,4828,2640,6565,435,5919,340,149
2018ncgre_qm62,6215,5518,6334,587,3215,2655,391,75
2018ncgre_qm63,3336,6332,6729,5190,6565,4816,86,323
2018ncgre_qm64,4561,6512,5607,2059,3822,6426,491,199
2018ncgre_qm65,6500,3459,3737,3796,4291,2642,341,116
2018ncgre_qm66,6240,5511,5762,6004,2682,4828,222,294
2018ncgre_qm7,587,6729,6565,5607,2640,2059,120,87
2018ncgre_qm8,4828,6215,5919,3822,5511,4291,30,222
2018ncgre_qm9,6332,2655,5190,3459,6004,6240,385,63
2018ncgre_sf1m1,5190,4561,5607,3737,4828,6565,375,183
2018ncgre_sf1m2,5190,4561,5607,3737,4828,6565,493,70
2018ncgre_sf2m1,5511,435,6729,2642,2059,6215,104,363
2018ncgre_sf2m2,5511,435,6729,2642,2059,6215,159,408
2018ncpem_f1m1,2059,2642,6729,3459,2682,6512,444,160
2018ncpem_f1m2,2059,2642,6729,3459,2682,6512,471,220
2018ncpem_qf1m1,2059,2642,6729,5854,3229,6565,421,138
2018ncpem_qf1m2,2059,2642,6729,5854,3229,6565,430,62
2018ncpem_qf2m1,3506,4795,6003,4290,5160,6500,281,277
2018ncpem_qf2m2,3506,4795,6003,4290,5160,6500,319,193
2018ncpem_qf3m1,6908,4935,3796,900,5518,5544,314,284
2018ncpem_qf3m2,6908,4935,3796,900,5518,5544,194,302
2018ncpem_qf3m3,6908,4935,3796,900,5518,5544,189,258
2018ncpem_qf4m1,3459,2682,6512,3196,2655,6894,260,294
2018ncpem_qf4m2,3459,2682,6512,3196,2655,6894,412,330
2018ncpem_qf4m3,3459,2682,6512,3196,2655,6894,317,294
2018ncpem_qm1,3336,5518,2682,3661,900,6908,183,170
2018ncpem_qm10,2655,6899,4829,3506,6003,6004,222,136
2018ncpem_qm11,6729,2059,3196,3796,3822,7029,420,90
2018ncpem_qm12,4534,2682,3661,4290,5160,6240,246,260
2018ncpem_qm13,6565,3336,6004,2642,4795,5518,102,522
2018ncpem_qm14,5854,6899,3459,7029,6908,3402,270,144
2018ncpem_qm15,3822,2655,7265,5160,5544,2059,298,422
2018ncpem_qm16,3229,4795,4935,4829,7270,3661,431,120
2018ncpem_qm17,900,3796,6729,4290,6003,6565,216,206
2018ncpem_qm18,2682,6894,3506,6512,4534,6214,328,101
2018ncpem_qm19,6500,3196,2655,6240,3229,3336,421,115
2018ncpem_qm2,6003,5160,4935,6899,4795,6240,160,136
2018ncpem_qm20,7029,3459,5160,5544,4290,900,281,237
2018ncpem_qm21,6908,4829,6565,4935,3822,6004,305,186
2018ncpem_qm22,3661,3402,7265,6729,3506,5518,25,217
2018ncpem_qm23,6240,3196,2682,7270,2059,6214,361,271
2018ncpem_qm24,4534,2642,6899,6512,4795,3796,387,278
2018ncpem_qm25,5854,6500,5544,6894,6003,4829,216,86
2018ncpem_qm26,7270,6565,3196,6908,3506,5160,104,356
2018ncpem_qm27,3336,4935,6729,6214,6004,3459,207,178
2018ncpem_qm28,2682,4290,6512,4534,6500,3822,488,180
2018ncpem_qm29,2059,3229,900,4795,3402,6894,384,298
2018ncpem_qm3,7270,2642,3506,7029,6729,6214,398,46
2018ncpem_qm30,6003,3661,6899,7029,7265,2642,201,356
2018ncpem_qm31,3796,6240,6908,5518,5854,2655,264,219
2018ncpem_qm32,6512,3336,4829,6729,5160,6565,142,249
2018ncpem_qm33,6214,6500,7265,3661,2059,6004,50,414
2018ncpem_qm34,5518,4290,7029,6003,3229,7270,326,246
2018ncpem_qm35,2642,900,3822,6899,6894,3796,356,170
2018ncpem_qm36,4795,3459,2682,3506,6240,2655,350,194
2018ncpem_qm37,5544,4534,4935,3196,5854,3402,344,128
2018ncpem_qm38,3822,3661,3336,6500,7029,6899,113,187
2018ncpem_qm39,6214,6565,3229,6894,6908,4290,88,233
2018ncpem_qm4,6894,3196,5544,3229,6004,5854,218,176
2018ncpem_qm40,6004,6240,900,5160,7265,6512,331,195
2018ncpem_qm41,4829,5544,3506,3796,4935,5518,118,185
2018ncpem_qm42,3196,2642,3459,5854,2682,2059,364,348
2018ncpem_qm43,2655,6003,4795,6729,4534,7270,280,97
2018ncpem_qm44,3402,3822,6240,3506,3336,4290,125,192
2018ncpem_qm45,6500,6894,3661,3196,6004,6899,97,102
2018ncpem_qm46,2655,6512,7029,5518,6214,6003,281,211
2018ncpem_qm47,5854,7265,4795,2682,6729,6908,138,360
2018ncpem_qm48,3402,3229,5160,4829,3796,2642,217,426
2018ncpem_qm49,3459,7270,5544,4534,900,6565,113,222
2018ncpem_qm5,4290,3402,2059,6565,6512,6500,309,223
2018ncpem_qm50,4935,6512,6908,2059,6240,6003,223,205
2018ncpem_qm51,7265,6004,4290,3196,4829,7029,346,140
2018ncpem_qm52,6500,7270,5518,6729,2642,5854,151,417
2018ncpem_qm53,3796,4534,3229,900,2682,4935,237,371
2018ncpem_qm54,3822,5160,4795,3402,6214,3336,413,161
2018ncpem_qm55,6565,6899,3506,5544,2655,3661,179,327
2018ncpem_qm56,6894,2059,4534,3459,5518,4829,307,208
2018ncpem_qm57,2642,2682,6003,3336,3196,5160,431,177
2018ncpem_qm58,3506,6214,5854,4290,6899,3229,328,244
2018ncpem_qm59,6004,3796,7270,2059,3459,6500,20,431
2018ncpem_qm6,3459,2655,3796,7265,4829,4534,385,20
2018ncpem_qm60,900,7029,6894,4935,3402,2655,229,263
2018ncpem_qm61,6240,7265,6729,5544,6565,3822,89,197
2018ncpem_qm62,4795,6908,7270,6512,3661,3196,406,151
2018ncpem_qm63,5160,5854,900,4935,3506,6500,174,375
2018ncpem_qm64,6004,7029,4534,6240,6565,2642,141,395
2018ncpem_qm65,3459,4290,3661,6003,3336,3796,328,149
2018ncpem_qm66,4795,4829,2059,6899,5544,6512,387,201
2018ncpem_qm67,7265,5518,6908,6214,2655,6894,315,308
2018ncpem_qm68,3402,6729,6003,2682,3822,3229,202,302
2018ncpem_qm69,5160,3796,6500,6565,7029,4795,359,311
2018ncpem_qm7,5518,6894,3822,7270,3336,5854,276,126
2018ncpem_qm70,3336,6908,4534,2059,3506,7265,192,406
2018ncpem_qm71,6004,5544,3402,6899,7270,2682,281,318
2018ncpem_qm72,2655,6729,4290,2642,4935,6894,255,369
2018ncpem_qm73,4829,900,6214,3661,5854,6240,312,20
2018ncpem_qm74,3229,5518,3196,3822,3459,6512,242,177
2018ncpem_qm8,6908,6214,5544,900,6500,3402,51,268
2018ncpem_qm9,3229,6512,2642,7265,4935,3459,437,241
2018ncpem_sf1m1,2059,2642,6729,3506,4795,6003,377,303
2018ncpem_sf1m2,2059,2642,6729,3506,4795,6003,416,274
2018ncpem_sf2m1,900,5518,5544,3459,2682,6512,194,337
2018ncpem_sf2m2,900,5518,5544,3459,2682,6512,207,367
2018ncth_f1m1,5190,2059,4829,2655,3196,6004,392,321
2018ncth_f1m2,5190,2059,4829,2655,3196,6004,388,329
2018ncth_qf1m1,5190,2059,4829,4290,6894,3737,419,145
2018ncth_qf1m2,5190,2059,4829,4290,6894,3737,397,279
2018ncth_qf2m1,4561,3459,6888,5724,3229,5160,208,324
2018ncth_qf2m2,4561,3459,6888,5724,3229,5160,351,169
2018ncth_qf2m3,4561,3459,6888,5724,3229,5160,233,297
2018ncth_qf3m1,1533,1102,2640,4935,1225,6500,427,227
2018ncth_qf3m2,1533,1102,2640,4935,1225,6500,399,121
2018ncth_qf4m1,2655,3196,6004,5679,5511,587,408,283
2018ncth_qf4m2,2655,3196,6004,5679,5511,587,311,376
2018ncth_qf4m3,2655,3196,6004,5679,5511,587,413,196
2018ncth_qm1,1102,6894,6500,1225,2059,587,366,171
2018ncth_qm10,6004,5762,9999,3506,1225,5518,231,304
2018ncth_qm11,6500,1533,4935,4816,3661,6894,368,109
2018ncth_qm12,3229,5679,4561,6004,5518,2059,410,260
2018ncth_qm13,9999,2655,1102,5190,3459,3196,303,316
2018ncth_qm14,4829,3506,5511,587,6888,5160,333,224
2018ncth_qm15,2640,3737,5762,5724,1225,4290,222,365
2018ncth_qm16,4935,5679,3459,9999,6500,6888,323,246
2018ncth_qm17,3196,5724,2059,4290,5518,6894,308,125
2018ncth_qm18,2655,4829,5160,3661,6004,1225,329,205
2018ncth_qm19,5511,4561,3737,1102,3506,5762,231,357
2018ncth_qm2,6004,5511,5724,9999,1533,3661,380,176
2018ncth_qm20,2640,5190,3229,1533,4816,587,399,155
2018ncth_qm21,1102,3661,3459,6894,3506,5679,300,205
2018ncth_qm22,2655,587,3737,5762,5724,4561,382,181
2018ncth_qm23,5518,5160,1533,4290,6500,4829,340,250
2018ncth_qm24,3196,9999,1225,5511,3229,4816,402,287
2018ncth_qm25,2059,2640,6888,5190,4935,6004,345,165
2018ncth_qm26,4829,9999,5518,4561,6894,2655,85,343
2018ncth_qm27,6500,5511,5190,3506,5724,2640,364,245
2018ncth_qm28,1533,1225,5679,4935,3196,587,390,284
2018ncth_qm29,6888,4290,6004,4816,3737,1102,180,416
2018ncth_qm3,5762,4816,4290,4829,5190,5679,120,354
2018ncth_qm30,5160,3661,5762,3459,2059,3229,91,409
2018ncth_qm31,5679,2655,5518,5511,1102,2640,233,410
2018ncth_qm32,587,6500,3661,3737,4290,9999,220,323
2018ncth_qm33,1225,3459,4816,4561,2059,1533,93,426
2018ncth_qm34,3229,6004,3506,5724,4935,4829,253,352
2018ncth_qm35,6894,5160,3196,6888,5762,5190,251,275
2018ncth_qm4,3737,6888,3506,3229,3196,2655,53,469
2018ncth_qm5,5160,3459,4561,5518,2640,4935,302,103
2018ncth_qm6,2059,1102,5190,3737,4829,1533,430,202
2018ncth_qm7,6894,587,5724,5679,5160,4816,402,25
2018ncth_qm8,4290,3229,4935,3459,2655,5511,81,416
2018ncth_qm9,3661,3196,6888,2640,4561,6500,430,213
2018ncth_sf1m1,5190,2059,4829,5724,3229,5160,455,132
2018ncth_sf1m2,5190,2059,4829,5724,3229,5160,510,238
2018ncth_sf2m1,1533,1102,2640,2655,3196,6004,413,281
2018ncth_sf2m2,1533,1102,2640,2655,3196,6004,264,286
2018ncth_sf2m3,1533,1102,2640,2655,3196,6004,361,370
2018ncwin_f1m1,1533,2655,5762,4290,4795,2640,429,105
2018ncwin_f1m2,1533,2655,5762,4290,4795,2640,397,293
2018ncwin_qf1m1,1533,2655,5762,5727,6932,4291,414,214
2018ncwin_qf1m2,1533,2655,5762,5727,6932,4291,404,197
2018ncwin_qf2m1,900,6215,7029,3680,4534,5160,285,317
2018ncwin_qf2m2,900,6215,7029,3680,4534,5160,156,393
2018ncwin_qf3m1,4290,4795,2640,1225,435,6888,391,105
2018ncwin_qf3m2,4290,4795,2640,1225,435,6888,437,133
2018ncwin_qf4m1,3506,6502,3402,4829,3737,5607,354,259
2018ncwin_qf4m2,3506,6502,3402,4829,3737,5607,386,151
2018ncwin_qm1,3215,7029,6888,2655,900,6215,112,399
2018ncwin_qm10,6639,3402,4290,4291,6894,4829,263,154
2018ncwin_qm11,6426,435,3845,2655,6932,3215,95,275
2018ncwin_qm12,5160,4290,6502,7029,6215,3737,274,328
2018ncwin_qm13,3215,6639,5679,5762,4829,6888,103,289
2018ncwin_qm14,2640,4534,4767,435,4291,2655,174,199
2018ncwin_qm15,4795,1225,900,6894,5727,6426,559,121
2018ncwin_qm16,3680,3402,3506,5607,1533,4816,215,284
2018ncwin_qm17,7029,6894,900,6502,6932,4795,138,430
2018ncwin_qm18,3402,435,4534,6426,5607,5160,252,58
2018ncwin_qm19,6215,4829,3680,1225,6888,3845,285,105
2018ncwin_qm2,1225,3737,4534,5679,3506,4290,327,282
2018ncwin_qm20,3506,4291,5727,3737,4816,5679,371,213
2018ncwin_qm21,2640,6639,1533,5762,4290,2655,218,338
2018ncwin_qm22,3215,900,4291,4767,3680,5160,54,345
2018ncwin_qm23,4534,6932,1533,3737,3845,4829,410,180
2018ncwin_qm24,4816,6894,4767,6888,435,4290,108,337
2018ncwin_qm25,7029,5607,2640,3215,6426,4795,316,274
2018ncwin_qm26,1225,6215,6639,5679,5762,3402,173,163
2018ncwin_qm27,1533,5727,2655,3506,6888,6502,241,169
2018ncwin_qm28,4816,4290,1225,6894,3737,3215,306,217
2018ncwin_qm29,4829,2655,5160,900,4767,3506,275,194
2018ncwin_qm3,4829,5607,5727,1533,5160,435,69,296
2018ncwin_qm30,6639,4534,5607,5679,5727,7029,231,211
2018ncwin_qm31,6426,6502,5762,435,4795,3680,244,371
2018ncwin_qm32,6932,6215,3845,4291,2640,3402,216,171
2018ncwin_qm33,4290,3680,1533,4534,2655,4795,239,210
2018ncwin_qm34,6426,4291,6215,4767,5727,6639,197,87
2018ncwin_qm35,1225,3402,4829,900,2640,4816,234,151
2018ncwin_qm36,3737,3506,6932,5160,3215,5762,353,92
2018ncwin_qm37,6894,3845,5679,435,6502,7029,41,397
2018ncwin_qm38,6888,3680,900,5607,5762,3737,260,259
2018ncwin_qm39,4767,1533,3215,5679,435,1225,361,130
2018ncwin_qm4,6639,5762,6932,3402,6502,4767,103,284
2018ncwin_qm40,3845,7029,2655,6215,4816,5160,266,116
2018ncwin_qm41,6888,4534,6894,4829,3506,2640,130,334
2018ncwin_qm42,4290,4795,5607,6502,6639,4291,375,172
2018ncwin_qm43,3402,6426,3737,5727,6932,3680,265,269
2018ncwin_qm44,5607,2655,6502,5762,4767,1225,260,214
2018ncwin_qm45,5160,900,6639,3402,1533,6888,191,308
2018ncwin_qm46,435,6894,3506,5727,3215,3845,296,173
2018ncwin_qm47,4795,4291,4816,4534,5679,6215,205,350
2018ncwin_qm48,4829,4290,7029,6932,2640,6426,329,182
2018ncwin_qm49,5727,5160,1225,3680,4534,4291,339,62
2018ncwin_qm5,4795,2640,6894,3845,3680,4816,254,120
2018ncwin_qm50,2655,6888,5679,6932,5607,6894,246,149
2018ncwin_qm51,6215,3215,2640,1533,4829,6502,206,359
2018ncwin_qm52,4767,3737,435,6639,4795,7029,283,265
2018ncwin_qm53,3845,3506,5762,4290,6426,900,248,236
2018ncwin_qm54,4816,6502,3215,3402,6215,5607,229,173
2018ncwin_qm55,6932,7029,4767,3506,1225,1533,92,401
2018ncwin_qm56,2655,4816,6426,3680,6894,6639,214,222
2018ncwin_qm57,2640,5762,435,4290,4534,5727,79,301
2018ncwin_qm58,6888,3737,4795,3845,5160,3402,409,109
2018ncwin_qm59,4291,5679,5607,900,4829,435,207,357
2018ncwin_qm6,4291,5160,3737,7029,1533,6426,359,259
2018ncwin_qm60,4795,3402,5727,3737,2655,2640,192,438
2018ncwin_qm61,5762,7029,4291,4534,3215,4829,97,295
2018ncwin_qm62,3680,6426,5679,6215,4767,4290,144,419
2018ncwin_qm63,5160,6888,6932,6502,1225,6894,181,389
2018ncwin_qm64,1533,900,3845,4816,6639,3506,407,82
2018ncwin_qm7,5727,4816,5762,900,5679,6932,103,416
2018ncwin_qm8,3506,4795,6215,2640,1225,3680,251,193
2018ncwin_qm9,6502,3845,4534,5607,4767,6888,383,174
2018ncwin_sf1m1,1533,2655,5762,3680,4534,5160,507,287
2018ncwin_sf1m2,1533,2655,5762,3680,4534,5160,430,195
2018ncwin_sf2m1,4290,4795,2640,3506,6502,3402,262,566
2018ncwin_sf2m2,4290,4795,2640,3506,6502,3402,357,219
2018ncwin_sf2m3,4290,4795,2640,3506,6502,3402,307,184
2018ndgf_f1m1,4539,5172,6175,3750,525,5638,336,314
2018ndgf_f1m2,4539,5172,6175,3750,525,5638,423,272
2018ndgf_qf1m1,4539,5172,6175,2823,4181,3102,430,170
2018ndgf_qf1m2,4539,5172,6175,2823,4181,3102,492,38
2018ndgf_qf2m1,2883,876,4360,7048,2491,4818,327,342
2018ndgf_qf2m2,2883,876,4360,7048,2491,4818,263,397
2018ndgf_qf3m1,3750,525,5638,2472,4009,3883,423,259
2018ndgf_qf3m2,3750,525,5638,2472,4009,3883,345,187
2018ndgf_qf4m1,3130,5576,4198,3277,3313,4239,421,309
2018ndgf_qf4m2,3130,5576,4198,3277,3313,4239,240,346
2018ndgf_qf4m3,3130,5576,4198,3277,3313,4239,368,338
2018ndgf_qm1,3277,3298,4239,7048,3134,4539,77,330
2018ndgf_qm10,4818,2220,1986,6175,4009,3130,203,334
2018ndgf_qm11,4181,3007,7048,3883,2883,7257,155,224
2018ndgf_qm12,3750,3754,3298,4674,3275,525,286,322
2018ndgf_qm13,2472,5172,2538,876,3313,3300,441,307
2018ndgf_qm14,877,7235,5576,2500,4539,6056,97,399
2018ndgf_qm15,6453,3277,3134,5638,5658,1792,168,141
2018ndgf_qm16,4360,4198,6047,2220,2531,3102,347,205
2018ndgf_qm17,1986,2472,7235,3883,5576,3367,248,296
2018ndgf_qm18,2883,2500,4674,7257,5638,3134,351,46
2018ndgf_qm19,6453,525,4239,3292,3277,4198,359,165
2018ndgf_qm2,2220,2823,3313,525,1792,877,241,240
2018ndgf_qm20,4181,3275,6175,876,1792,5929,268,298
2018ndgf_qm21,4539,3754,3313,6056,3007,4818,324,207
2018ndgf_qm22,877,3750,2491,2531,5172,3298,328,178
2018ndgf_qm23,5658,7048,4009,2823,3102,2538,432,173
2018ndgf_qm24,3134,4239,3300,3130,6047,7235,203,167
2018ndgf_qm25,3298,5929,6175,525,5576,2883,72,438
2018ndgf_qm26,5172,5638,3277,3275,2538,6056,413,40
2018ndgf_qm27,4674,4818,6453,2491,4360,876,244,418
2018ndgf_qm28,3292,2500,5658,7048,2220,6047,309,182
2018ndgf_qm29,3102,3754,3883,7257,3300,3750,154,345
2018ndgf_qm3,7235,5929,3275,3007,5658,6047,180,250
2018ndgf_qm30,2531,4198,3130,2823,2472,3007,302,241
2018ndgf_qm31,4009,1986,3367,4181,877,3313,288,305
2018ndgf_qm32,4539,3750,4674,1792,7257,2220,354,223
2018ndgf_qm33,2491,3130,5172,525,7235,7048,365,272
2018ndgf_qm34,3754,2823,4181,6175,877,5638,448,195
2018ndgf_qm35,3275,2472,1792,4239,4818,2500,279,250
2018ndgf_qm36,3292,3102,3007,2538,6453,3298,439,212
2018ndgf_qm37,1986,3300,4360,2883,5658,3277,199,366
2018ndgf_qm38,5576,2531,6047,4539,4009,876,240,445
2018ndgf_qm39,3313,6056,3134,5929,3883,4198,232,208
2018ndgf_qm4,2538,4360,4818,5576,4009,7257,126,227
2018ndgf_qm40,5658,2823,7257,2472,3367,3292,326,177
2018ndgf_qm41,1792,4239,4360,877,2538,3754,414,50
2018ndgf_qm42,5172,7235,876,3298,2883,1986,367,202
2018ndgf_qm43,4198,2491,2220,3300,6056,4181,355,135
2018ndgf_qm44,4009,525,3102,2500,3134,2531,437,68
2018ndgf_qm45,5638,7048,6453,3750,5929,4818,377,377
2018ndgf_qm46,5576,3130,4539,3367,3313,3275,371,189
2018ndgf_qm47,6047,6175,3883,3007,3277,4674,268,258
2018ndgf_qm48,4009,1792,2531,7235,5638,3300,396,180
2018ndgf_qm49,525,2823,5172,6453,4539,4181,375,354
2018ndgf_qm5,3367,4674,6175,5172,3292,3300,292,348
2018ndgf_qm50,3007,3298,3275,5658,4360,2472,275,384
2018ndgf_qm51,7257,1986,6175,4198,6056,4239,310,367
2018ndgf_qm52,4818,3313,5576,3102,2491,3277,427,217
2018ndgf_qm53,2883,3130,7048,6047,4674,877,423,141
2018ndgf_qm54,2220,2538,3883,3754,2500,5929,359,129
2018ndgf_qm55,876,3750,3292,3367,3134,4198,565,143
2018ndgf_qm56,3130,3300,1792,3298,4181,5576,229,327
2018ndgf_qm57,6453,3883,5658,4818,4539,877,248,317
2018ndgf_qm58,3134,4674,2472,3277,3275,1986,206,302
2018ndgf_qm59,4360,3313,7257,2823,7235,2500,230,142
2018ndgf_qm6,2500,2491,5638,1986,4198,3102,282,279
2018ndgf_qm60,2491,7048,3292,5638,876,3754,285,288
2018ndgf_qm61,5929,3007,4009,4239,5172,3750,120,483
2018ndgf_qm62,6056,3102,3367,6175,2531,2883,120,328
2018ndgf_qm63,2538,6047,5638,2472,2220,525,133,402
2018ndgf_qm64,3298,5658,4198,3313,3883,2491,221,419
2018ndgf_qm65,1986,3750,3007,7048,5576,2823,241,324
2018ndgf_qm66,3277,2500,2220,2531,3367,4239,360,135
2018ndgf_qm67,1792,6056,7235,6453,876,3102,277,286
2018ndgf_qm68,4539,5929,2538,4674,3130,3292,357,140
2018ndgf_qm69,7257,877,3275,3300,6175,525,309,418
2018ndgf_qm7,3883,876,2531,3130,6453,3754,262,326
2018ndgf_qm70,3134,4181,4360,4818,6047,5172,212,416
2018ndgf_qm71,2883,2472,4539,3754,4009,2491,454,120
2018ndgf_qm72,3277,877,876,7257,3102,5929,373,218
2018ndgf_qm73,2500,6175,4360,3750,3134,3130,170,392
2018ndgf_qm74,7235,4818,2531,2538,3292,1986,392,168
2018ndgf_qm75,5638,525,3367,3007,3883,1792,328,184
2018ndgf_qm76,3313,6453,2883,3275,4239,2220,31,415
2018ndgf_qm77,2823,6047,4009,4674,3298,6056,250,218
2018ndgf_qm78,5658,3754,5576,4181,4198,5172,198,410
2018ndgf_qm79,3300,2531,6453,7048,6175,3313,229,490
2018ndgf_qm8,6056,3292,2883,3750,4181,2472,178,295
2018ndgf_qm80,3292,4539,3883,4360,3275,4009,323,177
2018ndgf_qm81,5172,7257,2500,3130,3298,5638,306,312
2018ndgf_qm82,3300,4818,3754,5929,1986,2823,195,141
2018ndgf_qm83,4198,2883,3750,7235,2538,3277,464,194
2018ndgf_qm84,1792,4181,3367,3102,7048,2472,320,190
2018ndgf_qm85,876,525,6056,4239,4674,5658,448,155
2018ndgf_qm86,877,2220,3134,5576,3007,2491,260,337
2018ndgf_qm87,6047,1986,2500,3367,7257,6453,370,65
2018ndgf_qm9,4239,2491,5929,4360,3367,2823,257,172
2018ndgf_sf1m1,4539,5172,6175,7048,2491,4818,430,225
2018ndgf_sf1m2,4539,5172,6175,7048,2491,4818,399,312
2018ndgf_sf2m1,3750,525,5638,3130,5576,4198,403,282
2018ndgf_sf2m2,3750,525,5638,3130,5576,4198,334,394
2018ndgf_sf2m3,3750,525,5638,3130,5576,4198,361,288
2018necmp_f1m1,319,195,5846,176,177,78,409,311
2018necmp_f1m2,319,195,5846,176,177,78,411,326
2018necmp_qf1m1,319,195,5846,4564,4557,95,457,295
2018necmp_qf1m2,319,195,5846,4564,4557,95,352,290
2018necmp_qf2m1,230,175,237,88,5687,2877,362,306
2018necmp_qf2m2,230,175,237,88,5687,2877,439,242
2018necmp_qf3m1,176,177,78,1729,2170,2168,434,347
2018necmp_qf3m2,176,177,78,1729,2170,2168,349,306
2018necmp_qf4m1,125,133,238,1519,3236,558,396,273
2018necmp_qf4m2,125,133,238,1519,3236,558,432,251
2018necmp_qm1,6201,1100,1729,5687,238,5000,448,235
2018necmp_qm10,3930,4176,5856,1071,7127,4557,218,300
2018necmp_qm100,6328,1153,230,1729,5813,5846,285,315
2018necmp_qm101,6201,1058,319,2877,58,2067,463,272
2018necmp_qm102,138,5687,78,1768,88,7127,293,409
2018necmp_qm103,663,811,2170,6763,3930,999,217,316
2018necmp_qm104,6329,467,5422,2342,125,2370,322,344
2018necmp_qm105,4905,133,558,1071,1289,7153,411,339
2018necmp_qm106,1073,1519,175,1100,3236,238,518,281
2018necmp_qm107,176,5856,1729,4041,2836,319,291,453
2018necmp_qm108,1699,3623,58,61,3555,78,314,394
2018necmp_qm109,5813,6329,4176,4564,5000,5422,354,265
2018necmp_qm11,3461,319,237,230,4905,1768,365,306
2018necmp_qm110,125,230,133,195,138,6328,453,157
2018necmp_qm111,4905,1058,5846,175,2170,95,342,402
2018necmp_qm112,6201,2836,5687,4909,999,467,430,407
2018necmp_qm113,2877,1519,5735,4557,5856,2342,483,274
2018necmp_qm114,3461,88,2370,7127,2067,177,307,309
2018necmp_qm115,237,4041,663,1289,811,1100,341,383
2018necmp_qm116,1768,176,5962,1153,1073,558,349,272
2018necmp_qm117,3930,2168,1071,6763,7153,238,388,348
2018necmp_qm118,3236,5687,4564,6933,5856,6328,323,278
2018necmp_qm119,4905,2170,1519,2067,5735,1729,414,313
2018necmp_qm12,5422,238,663,558,6328,5000,254,395
2018necmp_qm120,663,2836,1289,3461,78,4176,275,468
2018necmp_qm121,1100,58,1153,133,4557,999,321,371
2018necmp_qm122,125,5846,811,1073,3623,5000,287,368
2018necmp_qm123,7127,176,2370,5962,237,6201,427,323
2018necmp_qm124,95,467,1071,3236,4041,177,274,455
2018necmp_qm125,2342,2877,6933,7153,230,5813,265,417
2018necmp_qm126,61,195,88,6329,6763,1058,455,219
2018necmp_qm127,3930,4909,319,558,175,1699,408,334
2018necmp_qm128,238,3555,2168,138,1768,5422,467,291
2018necmp_qm13,6763,78,195,4909,2877,6201,511,185
2018necmp_qm14,5687,133,1073,95,2067,3555,393,302
2018necmp_qm15,5846,138,4557,4564,1289,177,308,390
2018necmp_qm16,2836,58,61,1071,1768,1519,324,312
2018necmp_qm17,2170,4041,3461,6329,125,7153,264,392
2018necmp_qm18,5856,1153,3623,88,3930,4905,307,365
2018necmp_qm19,5735,4176,6933,5962,1100,999,181,355
2018necmp_qm2,237,6328,2342,1699,1073,4909,364,272
2018necmp_qm20,5813,811,7127,319,467,3236,178,483
2018necmp_qm21,176,1699,2168,2370,1729,1058,387,109
2018necmp_qm22,2170,2342,4564,175,133,4041,460,387
2018necmp_qm23,2836,558,3930,6328,6201,3555,201,396
2018necmp_qm24,1153,95,3461,138,1519,3623,321,387
2018necmp_qm25,6933,4909,5846,58,1071,811,275,535
2018necmp_qm26,176,1289,5687,2168,3236,6763,539,289
2018necmp_qm27,78,319,2067,195,1100,2342,306,420
2018necmp_qm28,4557,4176,1729,88,237,125,325,352
2018necmp_qm29,177,238,6329,1058,663,2877,504,178
2018necmp_qm3,230,663,3236,1153,61,125,241,350
2018necmp_qm30,5962,4905,7153,467,61,5813,223,370
2018necmp_qm31,7127,230,175,5422,1699,5735,448,241
2018necmp_qm32,999,1768,1073,5000,2370,5856,422,244
2018necmp_qm33,2342,6201,88,3461,3236,1289,297,367
2018necmp_qm34,237,558,195,5846,2168,1519,487,304
2018necmp_qm35,138,5962,61,811,1729,4909,288,384
2018necmp_qm36,177,5422,4557,319,5687,2170,341,450
2018necmp_qm37,999,238,58,4564,6763,4905,315,229
2018necmp_qm38,2836,1768,125,1699,95,5813,289,310
2018necmp_qm39,1058,1073,5856,663,133,467,296,358
2018necmp_qm4,467,58,5962,175,1289,6329,137,434
2018necmp_qm40,2067,3930,6329,4176,176,230,232,470
2018necmp_qm41,6328,2877,7127,3623,4041,1100,364,239
2018necmp_qm42,7153,78,175,2370,1153,6933,252,306
2018necmp_qm43,5000,5735,6201,3555,4905,1071,277,326
2018necmp_qm44,558,811,3461,95,5856,5687,209,448
2018necmp_qm45,1519,125,3930,5962,88,133,284,338
2018necmp_qm46,1073,5846,7127,4557,6763,2836,320,451
2018necmp_qm47,1153,4909,2067,2877,5422,1289,314,432
2018necmp_qm48,2370,5735,138,663,319,58,179,406
2018necmp_qm49,2168,6328,175,4176,177,61,337,401
2018necmp_qm5,4041,3555,4564,78,1519,1058,275,420
2018necmp_qm50,999,5813,2342,1100,1058,1071,300,348
2018necmp_qm51,4041,176,467,3623,195,6933,348,363
2018necmp_qm52,7153,3555,5000,4564,1699,237,293,458
2018necmp_qm53,3236,78,1768,2170,1729,6329,257,321
2018necmp_qm54,238,88,2836,230,5962,319,279,423
